|dates|BuenaVista_Iowa_UnitedStates.BLS_EmployedPopulation.data|BuenaVista_Iowa_UnitedStates.BLS_EmployedPopulation.missing|BuenaVista_Iowa_UnitedStates.BLS_UnemployedPopulation.data|BuenaVista_Iowa_UnitedStates.BLS_UnemployedPopulation.missing|BuenaVista_Iowa_UnitedStates.BLS_UnemploymentRate.data|BuenaVista_Iowa_UnitedStates.BLS_UnemploymentRate.missing|BuenaVista_Iowa_UnitedStates.BLS_LaborForcePopulation.data|BuenaVista_Iowa_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|11762.5|0|303.0|0|2.5112925282831213|0|12065.5|0
0|2020-01-02|11762.5|0|303.0|0|2.5112925282831213|0|12065.5|0
0|2020-01-03|11762.5|0|303.0|0|2.5112925282831213|0|12065.5|0
0|2020-01-04|11762.5|0|303.0|0|2.5112925282831213|0|12065.5|0
0|2020-01-05|11762.5|0|303.0|0|2.5112925282831213|0|12065.5|0
0|2020-01-06|11762.5|0|303.0|0|2.5112925282831213|0|12065.5|0
0|2020-01-07|11762.5|0|303.0|0|2.5112925282831213|0|12065.5|0
0|2020-01-08|11762.5|0|303.0|0|2.5112925282831213|0|12065.5|0
0|2020-01-09|11762.5|0|303.0|0|2.5112925282831213|0|12065.5|0
0|2020-01-10|11762.5|0|303.0|0|2.5112925282831213|0|12065.5|0
0|2020-01-11|11762.5|0|303.0|0|2.5112925282831213|0|12065.5|0
0|2020-01-12|11762.5|0|303.0|0|2.5112925282831213|0|12065.5|0
0|2020-01-13|11762.5|0|303.0|0|2.5112925282831213|0|12065.5|0
0|2020-01-14|11762.5|0|303.0|0|2.5112925282831213|0|12065.5|0
0|2020-01-15|11762.5|0|303.0|0|2.5112925282831213|0|12065.5|0
0|2020-01-16|11762.5|0|303.0|0|2.5112925282831213|0|12065.5|0
0|2020-01-17|11762.5|0|303.0|0|2.5112925282831213|0|12065.5|0
0|2020-01-18|11762.5|0|303.0|0|2.5112925282831213|0|12065.5|0
0|2020-01-19|11762.5|0|303.0|0|2.5112925282831213|0|12065.5|0
0|2020-01-20|11762.5|0|303.0|0|2.5112925282831213|0|12065.5|0
