|dates|Bulloch_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bulloch_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bulloch_Georgia_UnitedStates.Male_Total_Population.data|Bulloch_Georgia_UnitedStates.Male_Total_Population.missing|Bulloch_Georgia_UnitedStates.Female_Total_Population.data|Bulloch_Georgia_UnitedStates.Female_Total_Population.missing|Bulloch_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Bulloch_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8860.0|0|37919.0|0|39377.0|0|15446.0|0
