|dates|Chicot_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chicot_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chicot_Arkansas_UnitedStates.Male_Total_Population.data|Chicot_Arkansas_UnitedStates.Male_Total_Population.missing|Chicot_Arkansas_UnitedStates.Female_Total_Population.data|Chicot_Arkansas_UnitedStates.Female_Total_Population.missing|Chicot_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Chicot_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2122.0|0|5272.0|0|5166.0|0|2327.0|0
