|dates|Knox_Indiana_UnitedStates.BLS_EmployedPopulation.data|Knox_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Knox_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Knox_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Knox_Indiana_UnitedStates.BLS_UnemploymentRate.data|Knox_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Knox_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Knox_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-02|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-03|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-04|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-05|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-06|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-07|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-08|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-09|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-10|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-11|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-12|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-13|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-14|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-15|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-16|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-17|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-18|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-19|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-20|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-21|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-22|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-23|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-24|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-25|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-26|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-27|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-28|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-29|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-30|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-01-31|17649.5|0|612.0|0|3.3513128713413467|0|18261.5|0
0|2020-02-01|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-02|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-03|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-04|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-05|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-06|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-07|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-08|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-09|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-10|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-11|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-12|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-13|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-14|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-15|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-16|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-17|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-18|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-19|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-20|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-21|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-22|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-23|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-24|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-25|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-26|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-27|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-28|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-02-29|17859.0|0|585.0|0|3.1717631750162654|0|18444.0|0
0|2020-03-01|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-02|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-03|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-04|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-05|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-06|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-07|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-08|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-09|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-10|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-11|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-12|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-13|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-14|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-15|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-16|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-17|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-18|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-19|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-20|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-21|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-22|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-23|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
0|2020-03-24|17358.5|0|553.5|0|3.0901071907101385|0|17912.0|0
