|dates|Jefferson_Indiana_UnitedStates.BLS_EmployedPopulation.data|Jefferson_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Jefferson_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Jefferson_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Jefferson_Indiana_UnitedStates.BLS_UnemploymentRate.data|Jefferson_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Jefferson_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Jefferson_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-02|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-03|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-04|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-05|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-06|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-07|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-08|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-09|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-10|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-11|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-12|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-13|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-14|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-15|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-16|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-17|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-18|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-19|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-20|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-21|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-22|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-23|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-24|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-25|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-26|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-27|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-28|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-29|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-30|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-01-31|14596.5|0|562.5|0|3.710666930536315|0|15159.0|0
0|2020-02-01|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-02|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-03|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-04|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-05|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-06|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-07|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-08|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-09|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-10|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-11|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-12|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-13|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-14|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-15|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-16|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-17|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-18|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-19|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-20|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-21|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-22|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-23|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-24|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-25|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-26|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-27|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-28|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-02-29|14610.0|0|509.0|0|3.3666247767709505|0|15119.0|0
0|2020-03-01|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-02|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-03|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-04|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-05|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-06|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-07|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-08|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-09|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-10|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-11|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-12|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-13|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-14|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-15|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-16|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-17|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-18|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-19|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-20|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-21|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-22|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-23|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-24|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-25|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-26|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-27|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-28|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-29|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-30|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-03-31|14275.5|0|514.5|0|3.4787018255578093|0|14790.0|0
0|2020-04-01|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-02|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-03|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-04|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-05|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-06|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-07|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-08|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-09|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-10|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-11|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-12|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-13|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-14|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-15|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-16|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-17|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-18|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-19|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-20|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-21|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-22|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-23|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-24|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-25|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-26|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-27|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
0|2020-04-28|11804.0|0|3267.0|0|21.67739366996218|0|15071.0|0
