|dates|Bastrop_Texas_UnitedStates.AveragePrecipitationTotal.data|Bastrop_Texas_UnitedStates.AveragePrecipitationTotal.missing|Bastrop_Texas_UnitedStates.AveragePrecipitation.data|Bastrop_Texas_UnitedStates.AveragePrecipitation.missing|Bastrop_Texas_UnitedStates.AverageWindDirection.data|Bastrop_Texas_UnitedStates.AverageWindDirection.missing|Bastrop_Texas_UnitedStates.AverageWindSpeed.data|Bastrop_Texas_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.00020833333333333335|0|0.0|0|0.0|0
0|2020-01-02|0.000625|0|0.0008333333333333334|0|0.0|0|0.0|0
0|2020-01-03|0.00020833333333333335|0|0.00010416666666666667|0|96.66666666666667|0|3.3645833333333335|0
0|2020-01-04|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-01-05|0.0|0|0.0|0|47.083333333333336|0|2.0|0
0|2020-01-06|0.0|0|0.0|0|12.395833333333334|0|0.7395833333333334|0
0|2020-01-07|0.0|0|0.0|0|0.3125|0|0.22916666666666666|0
0|2020-01-08|0.0|0|0.0|0|53.229166666666664|0|2.9479166666666665|0
0|2020-01-09|0.0|0|0.0|0|95.41666666666667|0|5.385416666666667|0
0|2020-01-10|0.0|0|0.011249999999999998|0|141.77083333333334|0|7.854166666666667|0
0|2020-01-11|0.010208333333333333|0|0.0|0|143.54166666666666|0|4.885416666666667|0
0|2020-01-12|0.0|0|0.0|0|5.833333333333333|0|0.125|0
0|2020-01-13|0.0|0|0.0|0|2.7083333333333335|0|0.16666666666666666|0
0|2020-01-14|0.00020833333333333335|0|0.0008333333333333334|0|1.875|0|0.052083333333333336|0
0|2020-01-15|0.00020833333333333335|0|0.0|0|72.39583333333333|0|2.6354166666666665|0
0|2020-01-16|0.0|0|0.008541666666666668|0|110.0|0|4.020833333333333|0
0|2020-01-17|0.0062499999999999995|0|0.0013541666666666665|0|126.97916666666667|0|6.09375|0
0|2020-01-18|0.00020833333333333335|0|0.001875|0|191.45833333333334|0|6.979166666666667|0
