|dates|Wood_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wood_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wood_Texas_UnitedStates.Male_Total_Population.data|Wood_Texas_UnitedStates.Male_Total_Population.missing|Wood_Texas_UnitedStates.Female_Total_Population.data|Wood_Texas_UnitedStates.Female_Total_Population.missing|Wood_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Wood_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12142.0|0|22386.0|0|22743.0|0|8672.0|0
