|dates|Westmoreland_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Westmoreland_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Westmoreland_Pennsylvania_UnitedStates.Male_Total_Population.data|Westmoreland_Pennsylvania_UnitedStates.Male_Total_Population.missing|Westmoreland_Pennsylvania_UnitedStates.Female_Total_Population.data|Westmoreland_Pennsylvania_UnitedStates.Female_Total_Population.missing|Westmoreland_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Westmoreland_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|79652.0|0|171509.0|0|179102.0|0|64117.0|0
