|dates|Orange_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Orange_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Orange_NorthCarolina_UnitedStates.Male_Total_Population.data|Orange_NorthCarolina_UnitedStates.Male_Total_Population.missing|Orange_NorthCarolina_UnitedStates.Female_Total_Population.data|Orange_NorthCarolina_UnitedStates.Female_Total_Population.missing|Orange_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Orange_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20439.0|0|69739.0|0|76288.0|0|28705.0|0
