|dates|Unassigned_Delaware_UnitedStates.AveragePrecipitationTotal.data|Unassigned_Delaware_UnitedStates.AveragePrecipitationTotal.missing|Unassigned_Delaware_UnitedStates.AveragePrecipitation.data|Unassigned_Delaware_UnitedStates.AveragePrecipitation.missing|Unassigned_Delaware_UnitedStates.AverageWindDirection.data|Unassigned_Delaware_UnitedStates.AverageWindDirection.missing|Unassigned_Delaware_UnitedStates.AverageWindSpeed.data|Unassigned_Delaware_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|194.0|0|13.0|0
