|dates|Kauai_Hawaii_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kauai_Hawaii_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kauai_Hawaii_UnitedStates.Male_Total_Population.data|Kauai_Hawaii_UnitedStates.Male_Total_Population.missing|Kauai_Hawaii_UnitedStates.Female_Total_Population.data|Kauai_Hawaii_UnitedStates.Female_Total_Population.missing|Kauai_Hawaii_UnitedStates.MaleAndFemale_Under18_Population.data|Kauai_Hawaii_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14539.0|0|35607.0|0|36526.0|0|15749.0|0
