|dates|Story_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Story_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Story_Iowa_UnitedStates.Male_Total_Population.data|Story_Iowa_UnitedStates.Male_Total_Population.missing|Story_Iowa_UnitedStates.Female_Total_Population.data|Story_Iowa_UnitedStates.Female_Total_Population.missing|Story_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Story_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11812.0|0|51227.0|0|46878.0|0|16245.0|0
