|dates|Cowlitz_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cowlitz_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cowlitz_Washington_UnitedStates.Male_Total_Population.data|Cowlitz_Washington_UnitedStates.Male_Total_Population.missing|Cowlitz_Washington_UnitedStates.Female_Total_Population.data|Cowlitz_Washington_UnitedStates.Female_Total_Population.missing|Cowlitz_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Cowlitz_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20626.0|0|53938.0|0|55049.0|0|25037.0|0
