|dates|Craighead_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Craighead_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Craighead_Arkansas_UnitedStates.Male_Total_Population.data|Craighead_Arkansas_UnitedStates.Male_Total_Population.missing|Craighead_Arkansas_UnitedStates.Female_Total_Population.data|Craighead_Arkansas_UnitedStates.Female_Total_Population.missing|Craighead_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Craighead_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15030.0|0|52730.0|0|55828.0|0|27090.0|0
