|dates|Highland_Virginia_UnitedStates.BLS_EmployedPopulation.data|Highland_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Highland_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Highland_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Highland_Virginia_UnitedStates.BLS_UnemploymentRate.data|Highland_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Highland_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Highland_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|1149.0|0|37.0|0|3.1197301854974704|0|1186.0|0
