|dates|Burnet_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Burnet_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Burnet_Texas_UnitedStates.Male_Total_Population.data|Burnet_Texas_UnitedStates.Male_Total_Population.missing|Burnet_Texas_UnitedStates.Female_Total_Population.data|Burnet_Texas_UnitedStates.Female_Total_Population.missing|Burnet_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Burnet_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10625.0|0|23296.0|0|24246.0|0|10171.0|0
