|dates|Hampden_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hampden_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hampden_Massachusetts_UnitedStates.Male_Total_Population.data|Hampden_Massachusetts_UnitedStates.Male_Total_Population.missing|Hampden_Massachusetts_UnitedStates.Female_Total_Population.data|Hampden_Massachusetts_UnitedStates.Female_Total_Population.missing|Hampden_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.data|Hampden_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|79049.0|0|227388.0|0|243018.0|0|101140.0|0
