|dates|Campbell_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Campbell_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Campbell_Wyoming_UnitedStates.Male_Total_Population.data|Campbell_Wyoming_UnitedStates.Male_Total_Population.missing|Campbell_Wyoming_UnitedStates.Female_Total_Population.data|Campbell_Wyoming_UnitedStates.Female_Total_Population.missing|Campbell_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|Campbell_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4642.0|0|23779.0|0|22361.0|0|12611.0|0
