|dates|Graham_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Graham_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Graham_NorthCarolina_UnitedStates.Male_Total_Population.data|Graham_NorthCarolina_UnitedStates.Male_Total_Population.missing|Graham_NorthCarolina_UnitedStates.Female_Total_Population.data|Graham_NorthCarolina_UnitedStates.Female_Total_Population.missing|Graham_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Graham_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2019.0|0|4239.0|0|4245.0|0|1694.0|0
