|dates|Barry_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Barry_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Barry_Missouri_UnitedStates.Male_Total_Population.data|Barry_Missouri_UnitedStates.Male_Total_Population.missing|Barry_Missouri_UnitedStates.Female_Total_Population.data|Barry_Missouri_UnitedStates.Female_Total_Population.missing|Barry_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Barry_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7388.0|0|18147.0|0|17739.0|0|8141.0|0
