|dates|Greene_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greene_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greene_NorthCarolina_UnitedStates.Male_Total_Population.data|Greene_NorthCarolina_UnitedStates.Male_Total_Population.missing|Greene_NorthCarolina_UnitedStates.Female_Total_Population.data|Greene_NorthCarolina_UnitedStates.Female_Total_Population.missing|Greene_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Greene_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3481.0|0|11481.0|0|9531.0|0|4209.0|0
