|dates|Hill_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hill_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hill_Texas_UnitedStates.Male_Total_Population.data|Hill_Texas_UnitedStates.Male_Total_Population.missing|Hill_Texas_UnitedStates.Female_Total_Population.data|Hill_Texas_UnitedStates.Female_Total_Population.missing|Hill_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Hill_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7542.0|0|18114.0|0|18240.0|0|8495.0|0
