|dates|Shiawassee_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Shiawassee_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Shiawassee_Michigan_UnitedStates.Male_Total_Population.data|Shiawassee_Michigan_UnitedStates.Male_Total_Population.missing|Shiawassee_Michigan_UnitedStates.Female_Total_Population.data|Shiawassee_Michigan_UnitedStates.Female_Total_Population.missing|Shiawassee_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Shiawassee_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12523.0|0|33706.0|0|34486.0|0|14424.0|0
