|dates|Ingham_Michigan_UnitedStates.BLS_EmployedPopulation.data|Ingham_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Ingham_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Ingham_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Ingham_Michigan_UnitedStates.BLS_UnemploymentRate.data|Ingham_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Ingham_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Ingham_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|146388.5|0|4643.0|0|3.0741931318963265|0|151031.5|0
0|2020-01-02|146388.5|0|4643.0|0|3.0741931318963265|0|151031.5|0
0|2020-01-03|146388.5|0|4643.0|0|3.0741931318963265|0|151031.5|0
0|2020-01-04|146388.5|0|4643.0|0|3.0741931318963265|0|151031.5|0
0|2020-01-05|146388.5|0|4643.0|0|3.0741931318963265|0|151031.5|0
0|2020-01-06|146388.5|0|4643.0|0|3.0741931318963265|0|151031.5|0
0|2020-01-07|146388.5|0|4643.0|0|3.0741931318963265|0|151031.5|0
0|2020-01-08|146388.5|0|4643.0|0|3.0741931318963265|0|151031.5|0
0|2020-01-09|146388.5|0|4643.0|0|3.0741931318963265|0|151031.5|0
0|2020-01-10|146388.5|0|4643.0|0|3.0741931318963265|0|151031.5|0
0|2020-01-11|146388.5|0|4643.0|0|3.0741931318963265|0|151031.5|0
0|2020-01-12|146388.5|0|4643.0|0|3.0741931318963265|0|151031.5|0
0|2020-01-13|146388.5|0|4643.0|0|3.0741931318963265|0|151031.5|0
0|2020-01-14|146388.5|0|4643.0|0|3.0741931318963265|0|151031.5|0
0|2020-01-15|146388.5|0|4643.0|0|3.0741931318963265|0|151031.5|0
0|2020-01-16|146388.5|0|4643.0|0|3.0741931318963265|0|151031.5|0
0|2020-01-17|146388.5|0|4643.0|0|3.0741931318963265|0|151031.5|0
