|dates|Henry_Ohio_UnitedStates.BLS_EmployedPopulation.data|Henry_Ohio_UnitedStates.BLS_EmployedPopulation.missing|Henry_Ohio_UnitedStates.BLS_UnemployedPopulation.data|Henry_Ohio_UnitedStates.BLS_UnemployedPopulation.missing|Henry_Ohio_UnitedStates.BLS_UnemploymentRate.data|Henry_Ohio_UnitedStates.BLS_UnemploymentRate.missing|Henry_Ohio_UnitedStates.BLS_LaborForcePopulation.data|Henry_Ohio_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-02|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-03|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-04|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-05|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-06|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-07|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-08|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-09|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-10|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-11|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-12|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-13|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-14|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-15|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-16|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-17|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-18|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-19|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-20|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-21|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-22|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-23|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-24|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-25|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-26|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-27|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-28|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-29|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-30|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-01-31|12250.5|0|865.0|0|6.595249895162213|0|13115.5|0
0|2020-02-01|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-02|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-03|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-04|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-05|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-06|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-07|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-08|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-09|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-10|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-11|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-12|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-13|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-14|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-15|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-16|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-17|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-18|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-19|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-20|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-21|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-22|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-23|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-24|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-25|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-26|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-27|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-28|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-02-29|12418.0|0|827.5|0|6.247404778981541|0|13245.5|0
0|2020-03-01|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-02|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-03|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-04|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-05|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-06|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-07|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-08|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-09|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-10|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-11|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-12|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-13|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-14|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-15|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-16|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-17|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-18|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-19|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-20|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-21|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-22|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-23|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-24|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-25|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-26|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-27|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-28|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-29|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-30|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-03-31|12296.5|0|928.5|0|7.020793950850662|0|13225.0|0
0|2020-04-01|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-02|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-03|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-04|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-05|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-06|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-07|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-08|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-09|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-10|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-11|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-12|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-13|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-14|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-15|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-16|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-17|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-18|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-19|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-20|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-21|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-22|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-23|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-24|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-25|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-26|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-27|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-28|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
0|2020-04-29|10348.5|0|2628.5|0|20.255066656392078|0|12977.0|0
