|dates|Hardin_Ohio_UnitedStates.BLS_EmployedPopulation.data|Hardin_Ohio_UnitedStates.BLS_EmployedPopulation.missing|Hardin_Ohio_UnitedStates.BLS_UnemployedPopulation.data|Hardin_Ohio_UnitedStates.BLS_UnemployedPopulation.missing|Hardin_Ohio_UnitedStates.BLS_UnemploymentRate.data|Hardin_Ohio_UnitedStates.BLS_UnemploymentRate.missing|Hardin_Ohio_UnitedStates.BLS_LaborForcePopulation.data|Hardin_Ohio_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-02|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-03|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-04|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-05|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-06|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-07|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-08|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-09|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-10|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-11|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-12|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-13|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-14|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-15|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-16|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-17|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-18|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-19|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-20|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-21|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-22|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-23|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-24|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-25|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-26|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-27|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-28|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-29|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-30|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-01-31|13046.5|0|735.5|0|5.336671020171238|0|13782.0|0
0|2020-02-01|13458.5|0|682.0|0|4.823026059898872|0|14140.5|0
0|2020-02-02|13458.5|0|682.0|0|4.823026059898872|0|14140.5|0
0|2020-02-03|13458.5|0|682.0|0|4.823026059898872|0|14140.5|0
0|2020-02-04|13458.5|0|682.0|0|4.823026059898872|0|14140.5|0
0|2020-02-05|13458.5|0|682.0|0|4.823026059898872|0|14140.5|0
0|2020-02-06|13458.5|0|682.0|0|4.823026059898872|0|14140.5|0
0|2020-02-07|13458.5|0|682.0|0|4.823026059898872|0|14140.5|0
0|2020-02-08|13458.5|0|682.0|0|4.823026059898872|0|14140.5|0
0|2020-02-09|13458.5|0|682.0|0|4.823026059898872|0|14140.5|0
0|2020-02-10|13458.5|0|682.0|0|4.823026059898872|0|14140.5|0
0|2020-02-11|13458.5|0|682.0|0|4.823026059898872|0|14140.5|0
0|2020-02-12|13458.5|0|682.0|0|4.823026059898872|0|14140.5|0
0|2020-02-13|13458.5|0|682.0|0|4.823026059898872|0|14140.5|0
0|2020-02-14|13458.5|0|682.0|0|4.823026059898872|0|14140.5|0
0|2020-02-15|13458.5|0|682.0|0|4.823026059898872|0|14140.5|0
0|2020-02-16|13458.5|0|682.0|0|4.823026059898872|0|14140.5|0
