|dates|Benson_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Benson_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Benson_NorthDakota_UnitedStates.Male_Total_Population.data|Benson_NorthDakota_UnitedStates.Male_Total_Population.missing|Benson_NorthDakota_UnitedStates.Female_Total_Population.data|Benson_NorthDakota_UnitedStates.Female_Total_Population.missing|Benson_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Benson_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|968.0|0|3555.0|0|3407.0|0|2462.0|0
