|dates|Clay_Nebraska_UnitedStates.BLS_EmployedPopulation.data|Clay_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|Clay_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|Clay_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|Clay_Nebraska_UnitedStates.BLS_UnemploymentRate.data|Clay_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|Clay_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|Clay_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-02|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-03|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-04|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-05|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-06|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-07|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-08|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-09|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-10|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-11|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-12|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-13|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-14|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-15|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-16|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-17|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-18|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-19|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-20|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-21|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-22|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-23|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-24|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-25|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-26|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-27|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-28|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-29|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-30|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-01-31|3181.0|0|114.0|0|3.4597875569044008|0|3295.0|0
0|2020-02-01|3180.5|0|103.5|0|3.151644336175396|0|3284.0|0
0|2020-02-02|3180.5|0|103.5|0|3.151644336175396|0|3284.0|0
0|2020-02-03|3180.5|0|103.5|0|3.151644336175396|0|3284.0|0
0|2020-02-04|3180.5|0|103.5|0|3.151644336175396|0|3284.0|0
0|2020-02-05|3180.5|0|103.5|0|3.151644336175396|0|3284.0|0
0|2020-02-06|3180.5|0|103.5|0|3.151644336175396|0|3284.0|0
0|2020-02-07|3180.5|0|103.5|0|3.151644336175396|0|3284.0|0
0|2020-02-08|3180.5|0|103.5|0|3.151644336175396|0|3284.0|0
0|2020-02-09|3180.5|0|103.5|0|3.151644336175396|0|3284.0|0
0|2020-02-10|3180.5|0|103.5|0|3.151644336175396|0|3284.0|0
0|2020-02-11|3180.5|0|103.5|0|3.151644336175396|0|3284.0|0
0|2020-02-12|3180.5|0|103.5|0|3.151644336175396|0|3284.0|0
0|2020-02-13|3180.5|0|103.5|0|3.151644336175396|0|3284.0|0
0|2020-02-14|3180.5|0|103.5|0|3.151644336175396|0|3284.0|0
0|2020-02-15|3180.5|0|103.5|0|3.151644336175396|0|3284.0|0
0|2020-02-16|3180.5|0|103.5|0|3.151644336175396|0|3284.0|0
0|2020-02-17|3180.5|0|103.5|0|3.151644336175396|0|3284.0|0
0|2020-02-18|3180.5|0|103.5|0|3.151644336175396|0|3284.0|0
0|2020-02-19|3180.5|0|103.5|0|3.151644336175396|0|3284.0|0
