|dates|Franklin_Florida_UnitedStates.BLS_EmployedPopulation.data|Franklin_Florida_UnitedStates.BLS_EmployedPopulation.missing|Franklin_Florida_UnitedStates.BLS_UnemployedPopulation.data|Franklin_Florida_UnitedStates.BLS_UnemployedPopulation.missing|Franklin_Florida_UnitedStates.BLS_UnemploymentRate.data|Franklin_Florida_UnitedStates.BLS_UnemploymentRate.missing|Franklin_Florida_UnitedStates.BLS_LaborForcePopulation.data|Franklin_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-02|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-03|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-04|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-05|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-06|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-07|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-08|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-09|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-10|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-11|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-12|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-13|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-14|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-15|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-16|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-17|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-18|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-19|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-20|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-21|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-22|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-23|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-24|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-25|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-26|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-27|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-28|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-29|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-30|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-01-31|4404.0|0|150.0|0|3.2938076416337285|0|4554.0|0
0|2020-02-01|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-02|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-03|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-04|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-05|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-06|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-07|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-08|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-09|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-10|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-11|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-12|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-13|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-14|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-15|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-16|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-17|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-18|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-19|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-20|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-21|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-22|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-23|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-24|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-25|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-26|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-27|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-28|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-02-29|4479.0|0|144.0|0|3.1148604802076574|0|4623.0|0
0|2020-03-01|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-02|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-03|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-04|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-05|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-06|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-07|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-08|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-09|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-10|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-11|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-12|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-13|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-14|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-15|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-16|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-17|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-18|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-19|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-20|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-21|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-22|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
0|2020-03-23|4512.0|0|210.5|0|4.457384859714135|0|4722.5|0
