|dates|Franklin_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Virginia_UnitedStates.Male_Total_Population.data|Franklin_Virginia_UnitedStates.Male_Total_Population.missing|Franklin_Virginia_UnitedStates.Female_Total_Population.data|Franklin_Virginia_UnitedStates.Female_Total_Population.missing|Franklin_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1579.0|0|3616.0|0|4397.0|0|1897.0|0
