|dates|Multnomah_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Multnomah_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Multnomah_Oregon_UnitedStates.Male_Total_Population.data|Multnomah_Oregon_UnitedStates.Male_Total_Population.missing|Multnomah_Oregon_UnitedStates.Female_Total_Population.data|Multnomah_Oregon_UnitedStates.Female_Total_Population.missing|Multnomah_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Multnomah_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|109080.0|0|402182.0|0|409698.0|0|152901.0|0
