|dates|Amelia_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Amelia_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Amelia_Virginia_UnitedStates.Male_Total_Population.data|Amelia_Virginia_UnitedStates.Male_Total_Population.missing|Amelia_Virginia_UnitedStates.Female_Total_Population.data|Amelia_Virginia_UnitedStates.Female_Total_Population.missing|Amelia_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Amelia_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2576.0|0|6416.0|0|6597.0|0|2664.0|0
