|dates|ScottsBluff_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|ScottsBluff_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|ScottsBluff_Nebraska_UnitedStates.Male_Total_Population.data|ScottsBluff_Nebraska_UnitedStates.Male_Total_Population.missing|ScottsBluff_Nebraska_UnitedStates.Female_Total_Population.data|ScottsBluff_Nebraska_UnitedStates.Female_Total_Population.missing|ScottsBluff_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|ScottsBluff_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6849.0|0|17515.0|0|18474.0|0|9001.0|0
