|dates|Kendall_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kendall_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kendall_Texas_UnitedStates.Male_Total_Population.data|Kendall_Texas_UnitedStates.Male_Total_Population.missing|Kendall_Texas_UnitedStates.Female_Total_Population.data|Kendall_Texas_UnitedStates.Female_Total_Population.missing|Kendall_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Kendall_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8703.0|0|22350.0|0|23291.0|0|10504.0|0
