|dates|McDonald_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McDonald_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McDonald_Missouri_UnitedStates.Male_Total_Population.data|McDonald_Missouri_UnitedStates.Male_Total_Population.missing|McDonald_Missouri_UnitedStates.Female_Total_Population.data|McDonald_Missouri_UnitedStates.Female_Total_Population.missing|McDonald_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|McDonald_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3527.0|0|11647.0|0|11431.0|0|5951.0|0
