|dates|Presidio_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Presidio_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Presidio_Texas_UnitedStates.Male_Total_Population.data|Presidio_Texas_UnitedStates.Male_Total_Population.missing|Presidio_Texas_UnitedStates.Female_Total_Population.data|Presidio_Texas_UnitedStates.Female_Total_Population.missing|Presidio_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Presidio_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1607.0|0|3557.0|0|3391.0|0|1840.0|0
