|dates|Davie_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Davie_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Davie_NorthCarolina_UnitedStates.Male_Total_Population.data|Davie_NorthCarolina_UnitedStates.Male_Total_Population.missing|Davie_NorthCarolina_UnitedStates.Female_Total_Population.data|Davie_NorthCarolina_UnitedStates.Female_Total_Population.missing|Davie_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Davie_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9044.0|0|20849.0|0|21884.0|0|8979.0|0
