|dates|Sedgwick_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sedgwick_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sedgwick_Kansas_UnitedStates.Male_Total_Population.data|Sedgwick_Kansas_UnitedStates.Male_Total_Population.missing|Sedgwick_Kansas_UnitedStates.Female_Total_Population.data|Sedgwick_Kansas_UnitedStates.Female_Total_Population.missing|Sedgwick_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Sedgwick_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|74487.0|0|254106.0|0|259501.0|0|131919.0|0
