|dates|Roosevelt_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Roosevelt_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Roosevelt_Montana_UnitedStates.Male_Total_Population.data|Roosevelt_Montana_UnitedStates.Male_Total_Population.missing|Roosevelt_Montana_UnitedStates.Female_Total_Population.data|Roosevelt_Montana_UnitedStates.Female_Total_Population.missing|Roosevelt_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Roosevelt_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1266.0|0|5528.0|0|5531.0|0|3705.0|0
