|dates|Roane_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Roane_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Roane_Tennessee_UnitedStates.Male_Total_Population.data|Roane_Tennessee_UnitedStates.Male_Total_Population.missing|Roane_Tennessee_UnitedStates.Female_Total_Population.data|Roane_Tennessee_UnitedStates.Female_Total_Population.missing|Roane_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Roane_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12108.0|0|25926.0|0|27214.0|0|9981.0|0
