|dates|Somerset_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Somerset_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Somerset_Maryland_UnitedStates.Male_Total_Population.data|Somerset_Maryland_UnitedStates.Male_Total_Population.missing|Somerset_Maryland_UnitedStates.Female_Total_Population.data|Somerset_Maryland_UnitedStates.Female_Total_Population.missing|Somerset_Maryland_UnitedStates.MaleAndFemale_Under18_Population.data|Somerset_Maryland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4352.0|0|13878.0|0|11797.0|0|4385.0|0
