|dates|Noble_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Noble_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Noble_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Noble_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Noble_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Noble_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Noble_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Noble_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|1551.0|0|0.0|100|23.0|0|0.0|100
