|dates|RioBlanco_Colorado_UnitedStates.AveragePrecipitationTotal.data|RioBlanco_Colorado_UnitedStates.AveragePrecipitationTotal.missing|RioBlanco_Colorado_UnitedStates.AveragePrecipitation.data|RioBlanco_Colorado_UnitedStates.AveragePrecipitation.missing|RioBlanco_Colorado_UnitedStates.AverageWindDirection.data|RioBlanco_Colorado_UnitedStates.AverageWindDirection.missing|RioBlanco_Colorado_UnitedStates.AverageWindSpeed.data|RioBlanco_Colorado_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|149.05257936507937|0|5.419444444444444|0
0|2020-01-02|0.0|0|0.0011111111111111111|0|37.326388888888886|0|1.7979166666666668|0
0|2020-01-03|0.0|0|0.0|0|22.083333333333332|0|1.375|0
0|2020-01-04|0.0|0|0.0|0|70.83333333333333|0|3.7916666666666665|0
0|2020-01-05|0.0|0|0.0|0|97.56944444444444|0|4.916666666666667|0
0|2020-01-06|0.0|0|0.0|0|80.0|0|3.277777777777778|0
0|2020-01-07|0.0|0|0.0|0|65.41666666666667|0|2.9166666666666665|0
0|2020-01-08|0.0|0|6.944444444444444e-05|0|102.30555555555554|0|5.1194444444444445|0
0|2020-01-09|0.0004166666666666667|0|0.002361111111111111|0|73.75|0|2.452777777777778|0
0|2020-01-10|0.0025|0|0.0014583333333333334|0|101.0|0|4.433432539682539|0
0|2020-01-11|0.0008333333333333334|0|0.0008541666666666667|0|60.86111111111111|0|3.359027777777778|0
0|2020-01-12|0.00125|0|0.0|0|146.25|0|5.541666666666667|0
0|2020-01-13|0.0|0|0.0005833333333333334|0|185.25|0|10.5|0
0|2020-01-14|0.0008333333333333334|0|0.0|0|187.5|0|15.333333333333334|0
0|2020-01-15|0.0|0|0.0|0|29.166666666666668|0|1.25|0
0|2020-01-16|0.0|0|0.0|0|9.166666666666666|0|1.8333333333333333|0
0|2020-01-17|0.0|0|0.004916666666666666|0|181.66666666666666|0|8.674305555555554|0
0|2020-01-18|0.0|0|0.0|0|34.166666666666664|0|2.0625|0
0|2020-01-19|0.0|0|0.0|0|36.666666666666664|0|1.25|0
0|2020-01-20|0.0|0|0.0|0|33.333333333333336|0|1.5625|0
0|2020-01-21|0.0|0|0.0028194444444444443|0|94.09027777777779|0|2.21875|0
0|2020-01-22|0.0015277777777777779|0|0.0004166666666666667|0|69.34027777777779|0|1.6500000000000001|0
0|2020-01-23|0.0|0|0.0014583333333333334|0|35.9375|0|0.9270833333333334|0
0|2020-01-24|0.0005208333333333333|0|0.001979166666666667|0|31.475694444444446|0|1.2795138888888888|0
0|2020-01-25|0.0008333333333333334|0|0.0|0|58.26388888888889|0|2.319444444444444|0
0|2020-01-26|0.0|0|0.0|0|19.409722222222225|0|1.5520833333333333|0
0|2020-01-27|0.0|0|0.0035069444444444445|0|84.27083333333333|0|3.5972222222222228|0
0|2020-01-28|0.006666666666666667|0|0.0|0|12.5|0|1.0833333333333333|0
0|2020-01-29|0.0001388888888888889|0|0.0006597222222222221|0|85.48611111111113|0|2.5416666666666665|0
0|2020-01-30|0.0|0|0.003479166666666667|0|22.027777777777775|0|2.082638888888889|0
0|2020-01-31|0.01|0|0.0|0|21.666666666666668|0|1.8541666666666667|0
0|2020-02-01|0.0|0|0.0|0|34.583333333333336|0|2.0|0
0|2020-02-02|0.0|0|0.0|0|68.33333333333333|0|5.916666666666667|0
0|2020-02-03|0.0|0|0.003321428571428572|0|244.86309523809527|0|13.557738095238095|0
0|2020-02-04|0.004583333333333333|0|0.0|0|163.33333333333334|0|6.2881944444444455|0
0|2020-02-05|0.0|0|0.0|0|40.0|0|1.0416666666666667|0
0|2020-02-06|0.0004166666666666667|0|0.014486111111111115|0|29.305555555555557|0|0.93125|0
0|2020-02-07|0.008125|0|0.0004166666666666667|0|75.7638888888889|0|3.0625|0
0|2020-02-08|0.0004166666666666667|0|0.0008506944444444444|0|96.1111111111111|0|10.0|0
0|2020-02-09|0.0033333333333333335|0|0.0006944444444444445|0|113.33333333333333|0|3.7118055555555554|0
0|2020-02-10|0.0001388888888888889|0|0.0|0|26.354166666666668|0|4.663194444444445|0
0|2020-02-11|0.0|0|0.0|0|35.416666666666664|0|2.3541666666666665|0
0|2020-02-12|0.0|0|0.0|0|37.98611111111111|0|2.236111111111111|0
0|2020-02-13|0.0|0|0.0|0|67.8125|0|2.4583333333333335|0
0|2020-02-14|0.0|0|0.0|0|139.58333333333334|0|8.166666666666666|0
0|2020-02-15|0.0|0|0.0|0|79.16666666666667|0|2.8333333333333335|0
0|2020-02-16|0.0|0|0.0|0|153.54166666666666|0|6.8125|0
0|2020-02-17|0.0|0|0.0|0|74.58333333333333|0|7.116666666666667|0
0|2020-02-18|0.0|0|0.0|0|25.833333333333332|0|2.2916666666666665|0
0|2020-02-19|0.0|0|0.0|0|56.25|0|4.604166666666667|0
0|2020-02-20|0.0|0|0.0|0|8.75|0|0.375|0
