|dates|Buchanan_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Buchanan_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Buchanan_Iowa_UnitedStates.Male_Total_Population.data|Buchanan_Iowa_UnitedStates.Male_Total_Population.missing|Buchanan_Iowa_UnitedStates.Female_Total_Population.data|Buchanan_Iowa_UnitedStates.Female_Total_Population.missing|Buchanan_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Buchanan_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3786.0|0|10542.0|0|10657.0|0|5531.0|0
