|dates|Garden_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Garden_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Garden_Nebraska_UnitedStates.Male_Total_Population.data|Garden_Nebraska_UnitedStates.Male_Total_Population.missing|Garden_Nebraska_UnitedStates.Female_Total_Population.data|Garden_Nebraska_UnitedStates.Female_Total_Population.missing|Garden_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Garden_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|530.0|0|992.0|0|905.0|0|372.0|0
