|dates|Fulton_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fulton_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fulton_Ohio_UnitedStates.Male_Total_Population.data|Fulton_Ohio_UnitedStates.Male_Total_Population.missing|Fulton_Ohio_UnitedStates.Female_Total_Population.data|Fulton_Ohio_UnitedStates.Female_Total_Population.missing|Fulton_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Fulton_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7511.0|0|21003.0|0|21273.0|0|9935.0|0
