|dates|Brewster_Texas_UnitedStates.AveragePrecipitationTotal.data|Brewster_Texas_UnitedStates.AveragePrecipitationTotal.missing|Brewster_Texas_UnitedStates.AveragePrecipitation.data|Brewster_Texas_UnitedStates.AveragePrecipitation.missing|Brewster_Texas_UnitedStates.AverageWindDirection.data|Brewster_Texas_UnitedStates.AverageWindDirection.missing|Brewster_Texas_UnitedStates.AverageWindSpeed.data|Brewster_Texas_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|215.52083333333334|0|10.125|0
0|2020-01-02|0.0|0|0.0|0|229.42708333333334|0|10.09375|0
0|2020-01-03|0.0|0|0.0|0|245.41666666666666|0|7.489583333333333|0
0|2020-01-04|0.0|0|0.0|0|230.3125|0|12.458333333333334|0
0|2020-01-05|0.0|0|0.0|0|185.20833333333334|0|11.03125|0
0|2020-01-06|0.0|0|0.0|0|136.14583333333334|0|8.229166666666666|0
0|2020-01-07|0.0|0|0.0|0|193.54166666666666|0|7.3125|0
0|2020-01-08|0.0|0|0.0|0|188.02083333333334|0|10.125|0
0|2020-01-09|0.0|0|0.0|0|192.29166666666666|0|9.125|0
0|2020-01-10|0.0|0|0.0|0|257.5|0|16.864583333333332|0
0|2020-01-11|0.0|0|0.0|0|195.3125|0|10.114583333333334|0
0|2020-01-12|0.0|0|0.0|0|218.4375|0|8.864583333333334|0
0|2020-01-13|0.0|0|0.0|0|190.83333333333334|0|7.010416666666667|0
0|2020-01-14|0.0|0|0.0|0|224.0625|0|9.125|0
0|2020-01-15|0.0|0|0.0|0|150.10416666666666|0|4.145833333333333|0
0|2020-01-16|0.0|0|0.0|0|66.14583333333333|0|7.572916666666667|0
0|2020-01-17|0.008958333333333334|0|0.011458333333333334|0|183.85416666666666|0|6.958333333333333|0
0|2020-01-18|0.0|0|0.0|0|105.72916666666667|0|5.541666666666667|0
0|2020-01-19|0.0|0|0.0|0|103.02083333333333|0|4.28125|0
0|2020-01-20|0.0|0|0.0|0|91.45833333333333|0|3.9270833333333335|0
0|2020-01-21|0.0|0|0.0|0|182.39583333333334|0|6.958333333333333|0
0|2020-01-22|0.0|0|0.0|0|254.16666666666666|0|13.75|0
0|2020-01-23|0.0|0|0.0|0|159.0625|0|5.21875|0
0|2020-01-24|0.0|0|0.0|0|204.79166666666666|0|6.25|0
0|2020-01-25|0.0|0|0.0|0|239.47916666666666|0|9.177083333333334|0
0|2020-01-26|0.0|0|0.0|0|227.8125|0|9.6875|0
0|2020-01-27|0.0|0|0.0|0|242.44791666666666|0|11.583333333333334|0
0|2020-01-28|0.0|0|0.0|0|252.91666666666666|0|12.177083333333334|0
0|2020-01-29|0.0|0|0.0|0|161.5625|0|7.041666666666667|0
0|2020-01-30|0.0|0|0.0|0|72.39583333333333|0|4.583333333333333|0
0|2020-01-31|0.0|0|0.0|0|153.22916666666666|0|8.697916666666666|0
0|2020-02-01|0.0|0|0.0|0|232.5|0|10.822916666666666|0
0|2020-02-02|0.0|0|0.0|0|215.72916666666666|0|10.895833333333334|0
0|2020-02-03|0.0|0|0.0|0|203.64583333333334|0|13.541666666666666|0
0|2020-02-04|0.0|0|0.008125000000000002|0|164.47916666666666|0|17.041666666666668|0
0|2020-02-05|0.006458333333333333|0|0.006041666666666667|0|68.75|0|6.677083333333333|0
0|2020-02-06|0.004166666666666667|0|0.0|0|244.58333333333334|0|13.739583333333334|0
0|2020-02-07|0.0|0|0.0|0|222.1875|0|12.072916666666666|0
0|2020-02-08|0.0|0|0.0|0|196.875|0|8.75|0
0|2020-02-09|0.0|0|0.0|0|212.5|0|7.552083333333333|0
0|2020-02-10|0.0|0|0.007083333333333335|0|101.77083333333333|0|5.229166666666667|0
0|2020-02-11|0.004583333333333333|0|0.0|0|28.333333333333332|0|4.229166666666667|0
0|2020-02-12|0.0010416666666666667|0|0.0017708333333333337|0|202.03125|0|12.020833333333334|0
0|2020-02-13|0.00020833333333333335|0|0.0|0|196.5625|0|5.822916666666667|0
0|2020-02-14|0.0|0|0.0|0|150.83333333333334|0|5.84375|0
0|2020-02-15|0.0|0|0.0|0|218.4375|0|8.75|0
0|2020-02-16|0.0|0|0.0|0|218.85416666666666|0|11.520833333333334|0
0|2020-02-17|0.0|0|0.0|0|228.125|0|9.302083333333334|0
0|2020-02-18|0.0|0|0.0|0|105.83333333333333|0|7.510416666666667|0
0|2020-02-19|0.0|0|0.0026041666666666674|0|54.270833333333336|0|3.1875|0
0|2020-02-20|0.0014583333333333334|0|0.0|0|53.4375|0|10.489583333333334|0
0|2020-02-21|0.0|0|0.0|0|64.47916666666667|0|4.375|0
0|2020-02-22|0.0|0|0.0|0|217.29166666666666|0|10.885416666666666|0
0|2020-02-23|0.0|0|0.0|0|246.45833333333334|0|13.354166666666666|0
0|2020-02-24|0.0|0|0.0|0|230.83333333333334|0|12.927083333333334|0
