|dates|Mason_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mason_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mason_Kentucky_UnitedStates.Male_Total_Population.data|Mason_Kentucky_UnitedStates.Male_Total_Population.missing|Mason_Kentucky_UnitedStates.Female_Total_Population.data|Mason_Kentucky_UnitedStates.Female_Total_Population.missing|Mason_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Mason_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3147.0|0|8305.0|0|8845.0|0|4007.0|0
