|dates|Jackson_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Kentucky_UnitedStates.Male_Total_Population.data|Jackson_Kentucky_UnitedStates.Male_Total_Population.missing|Jackson_Kentucky_UnitedStates.Female_Total_Population.data|Jackson_Kentucky_UnitedStates.Female_Total_Population.missing|Jackson_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2317.0|0|6682.0|0|6760.0|0|3052.0|0
