|dates|Spotsylvania_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Spotsylvania_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Spotsylvania_Virginia_UnitedStates.Male_Total_Population.data|Spotsylvania_Virginia_UnitedStates.Male_Total_Population.missing|Spotsylvania_Virginia_UnitedStates.Female_Total_Population.data|Spotsylvania_Virginia_UnitedStates.Female_Total_Population.missing|Spotsylvania_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Spotsylvania_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19129.0|0|65903.0|0|68335.0|0|33164.0|0
