|dates|Henrico_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Henrico_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Henrico_Virginia_UnitedStates.Male_Total_Population.data|Henrico_Virginia_UnitedStates.Male_Total_Population.missing|Henrico_Virginia_UnitedStates.Female_Total_Population.data|Henrico_Virginia_UnitedStates.Female_Total_Population.missing|Henrico_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Henrico_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|51045.0|0|156230.0|0|173031.0|0|74272.0|0
