|dates|Cass_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cass_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cass_NorthDakota_UnitedStates.Male_Total_Population.data|Cass_NorthDakota_UnitedStates.Male_Total_Population.missing|Cass_NorthDakota_UnitedStates.Female_Total_Population.data|Cass_NorthDakota_UnitedStates.Female_Total_Population.missing|Cass_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Cass_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|21794.0|0|91810.0|0|89706.0|0|40855.0|0
