|dates|Lavaca_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lavaca_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lavaca_Texas_UnitedStates.Male_Total_Population.data|Lavaca_Texas_UnitedStates.Male_Total_Population.missing|Lavaca_Texas_UnitedStates.Female_Total_Population.data|Lavaca_Texas_UnitedStates.Female_Total_Population.missing|Lavaca_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Lavaca_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4683.0|0|9822.0|0|10288.0|0|4751.0|0
