|dates|Alexander_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Alexander_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Alexander_NorthCarolina_UnitedStates.Male_Total_Population.data|Alexander_NorthCarolina_UnitedStates.Male_Total_Population.missing|Alexander_NorthCarolina_UnitedStates.Female_Total_Population.data|Alexander_NorthCarolina_UnitedStates.Female_Total_Population.missing|Alexander_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Alexander_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7489.0|0|19008.0|0|18345.0|0|7529.0|0
