|dates|Bureau_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bureau_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bureau_Illinois_UnitedStates.Male_Total_Population.data|Bureau_Illinois_UnitedStates.Male_Total_Population.missing|Bureau_Illinois_UnitedStates.Female_Total_Population.data|Bureau_Illinois_UnitedStates.Female_Total_Population.missing|Bureau_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Bureau_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7231.0|0|16199.0|0|16794.0|0|7078.0|0
