|dates|Boone_Nebraska_UnitedStates.BLS_EmployedPopulation.data|Boone_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|Boone_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|Boone_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|Boone_Nebraska_UnitedStates.BLS_UnemploymentRate.data|Boone_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|Boone_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|Boone_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-02|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-03|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-04|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-05|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-06|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-07|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-08|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-09|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-10|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-11|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-12|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-13|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-14|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-15|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-16|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-17|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-18|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-19|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-20|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-21|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-22|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-23|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-24|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-25|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-26|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-27|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-28|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-29|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-30|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-01-31|2904.0|0|97.5|0|3.248375812093953|0|3001.5|0
0|2020-02-01|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-02|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-03|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-04|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-05|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-06|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-07|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-08|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-09|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-10|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-11|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-12|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-13|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-14|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-15|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-16|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-17|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-18|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-19|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-20|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-21|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-22|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-23|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-24|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-25|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-26|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-27|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-28|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-02-29|2902.5|0|84.0|0|2.812656956303365|0|2986.5|0
0|2020-03-01|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-02|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-03|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-04|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-05|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-06|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-07|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-08|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-09|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-10|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-11|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-12|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-13|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-14|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-15|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-16|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-17|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-18|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-19|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-20|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-21|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-22|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-23|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-24|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-25|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-26|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-27|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-28|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-29|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-30|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-03-31|2942.0|0|98.0|0|3.223684210526316|0|3040.0|0
0|2020-04-01|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-02|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-03|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-04|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-05|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-06|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-07|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-08|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-09|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-10|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-11|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-12|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-13|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-14|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-15|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-16|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-17|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-18|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-19|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-20|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-21|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-22|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-23|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-24|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-25|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-26|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-27|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-28|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-29|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-04-30|2975.5|0|104.5|0|3.392857142857143|0|3080.0|0
0|2020-05-01|2854.0|0|77.0|0|2.6270897304674174|0|2931.0|0
0|2020-05-02|2854.0|0|77.0|0|2.6270897304674174|0|2931.0|0
0|2020-05-03|2854.0|0|77.0|0|2.6270897304674174|0|2931.0|0
0|2020-05-04|2854.0|0|77.0|0|2.6270897304674174|0|2931.0|0
0|2020-05-05|2854.0|0|77.0|0|2.6270897304674174|0|2931.0|0
0|2020-05-06|2854.0|0|77.0|0|2.6270897304674174|0|2931.0|0
