|dates|Jefferson_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Louisiana_UnitedStates.Male_Total_Population.data|Jefferson_Louisiana_UnitedStates.Male_Total_Population.missing|Jefferson_Louisiana_UnitedStates.Female_Total_Population.data|Jefferson_Louisiana_UnitedStates.Female_Total_Population.missing|Jefferson_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|74330.0|0|210118.0|0|223933.0|0|95458.0|0
