|dates|Amador_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Amador_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Amador_California_UnitedStates.Male_Total_Population.data|Amador_California_UnitedStates.Male_Total_Population.missing|Amador_California_UnitedStates.Female_Total_Population.data|Amador_California_UnitedStates.Female_Total_Population.missing|Amador_California_UnitedStates.MaleAndFemale_Under18_Population.data|Amador_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10633.0|0|21425.0|0|17958.0|0|5914.0|0
