|dates|Bartow_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bartow_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bartow_Georgia_UnitedStates.Male_Total_Population.data|Bartow_Georgia_UnitedStates.Male_Total_Population.missing|Bartow_Georgia_UnitedStates.Female_Total_Population.data|Bartow_Georgia_UnitedStates.Female_Total_Population.missing|Bartow_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Bartow_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14916.0|0|52478.0|0|53930.0|0|25682.0|0
