|dates|Brown_Indiana_UnitedStates.AveragePrecipitationTotal.data|Brown_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Brown_Indiana_UnitedStates.AveragePrecipitation.data|Brown_Indiana_UnitedStates.AveragePrecipitation.missing|Brown_Indiana_UnitedStates.AverageWindDirection.data|Brown_Indiana_UnitedStates.AverageWindDirection.missing|Brown_Indiana_UnitedStates.AverageWindSpeed.data|Brown_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|8|0.0|8|304.4444444444444|0|10.652777777777777|0
