|dates|LaCrosse_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|LaCrosse_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|LaCrosse_Wisconsin_UnitedStates.Male_Total_Population.data|LaCrosse_Wisconsin_UnitedStates.Male_Total_Population.missing|LaCrosse_Wisconsin_UnitedStates.Female_Total_Population.data|LaCrosse_Wisconsin_UnitedStates.Female_Total_Population.missing|LaCrosse_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|LaCrosse_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19399.0|0|57659.0|0|60571.0|0|23386.0|0
