|dates|LeFlore_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|LeFlore_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|LeFlore_Oklahoma_UnitedStates.Male_Total_Population.data|LeFlore_Oklahoma_UnitedStates.Male_Total_Population.missing|LeFlore_Oklahoma_UnitedStates.Female_Total_Population.data|LeFlore_Oklahoma_UnitedStates.Female_Total_Population.missing|LeFlore_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|LeFlore_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9038.0|0|25125.0|0|24855.0|0|11997.0|0
