|dates|Pike_Ohio_UnitedStates.JHU_ConfirmedCases.data|Pike_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Pike_Ohio_UnitedStates.NYT_ConfirmedCases.data|Pike_Ohio_UnitedStates.NYT_ConfirmedCases.missing|Pike_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Pike_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Pike_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Pike_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|2948.0|0|0.0|100|38.0|0|0.0|100
