|dates|Gladwin_Michigan_UnitedStates.BLS_EmployedPopulation.data|Gladwin_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Gladwin_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Gladwin_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Gladwin_Michigan_UnitedStates.BLS_UnemploymentRate.data|Gladwin_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Gladwin_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Gladwin_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-02|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-03|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-04|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-05|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-06|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-07|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-08|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-09|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-10|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-11|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-12|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-13|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-14|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-15|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-16|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-17|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-18|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-19|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-20|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-21|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-22|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-23|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
0|2020-01-24|9109.5|0|658.0|0|6.736626567699002|0|9767.5|0
